TaskID,SourceRegion,AssignedRegion,ArrivalHour,StartHour,FinishHour,Duration_h,GPU_Demand,TaskType,NetworkLatency_ms,RunID,Question,Region,Available_GPU
14305,RegionD,RegionD,2391,2391.0,2395.6666666666665,4.666666666666667,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
18687,RegionE,RegionE,2391,2391.0,2392.45,1.45,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
39380,RegionB,RegionB,2391,2391.0,2391.733333333333,0.7333333333333333,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
49684,RegionB,RegionB,2391,2391.0,2392.75,1.75,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
22706,RegionC,RegionC,2391,2391.0,2391.75,0.75,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
21792,RegionA,RegionA,2392,2392.0,2397.266666666667,5.266666666666667,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
44811,RegionB,RegionB,2392,2392.0,2397.5666666666666,5.566666666666666,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
23364,RegionE,RegionE,2392,2392.0,2393.9166666666665,1.9166666666666667,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
2412,RegionC,RegionC,2392,2392.0,2396.266666666667,4.266666666666667,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
32917,RegionA,RegionA,2392,2392.0,2394.883333333333,2.8833333333333333,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
16024,RegionF,RegionF,2392,2392.0,2395.35,3.35,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionF,966
6235,RegionB,RegionB,2392,2392.0,2393.733333333333,1.7333333333333334,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
5663,RegionB,RegionB,2393,2393.0,2397.25,4.25,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
45529,RegionA,RegionA,2393,2393.0,2399.1,6.1,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
44602,RegionC,RegionC,2393,2393.0,2398.6666666666665,5.666666666666667,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
31748,RegionA,RegionA,2393,2393.0,2398.5333333333333,5.533333333333333,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
38021,RegionB,RegionB,2393,2393.0,2396.5333333333333,3.533333333333333,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
27485,RegionA,RegionA,2393,2393.0,2395.4333333333334,2.433333333333333,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
7484,RegionA,RegionA,2393,2393.0,2396.95,3.95,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
21897,RegionA,RegionA,2393,2393.0,2394.5333333333333,1.5333333333333334,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
23544,RegionB,RegionB,2393,2393.0,2395.25,2.25,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
42258,RegionB,RegionB,2394,2394.0,2396.733333333333,2.7333333333333334,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
34439,RegionA,RegionA,2394,2394.0,2399.0666666666666,5.066666666666666,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
16041,RegionB,RegionB,2394,2394.0,2394.9166666666665,0.9166666666666666,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
12444,RegionA,RegionA,2394,2394.0,2398.483333333333,4.483333333333333,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
13174,RegionB,RegionB,2394,2394.0,2394.1666666666665,0.16666666666666666,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
1843,RegionA,RegionA,2394,2394.0,2394.8166666666666,0.8166666666666667,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
12481,RegionC,RegionC,2395,2395.0,2397.9166666666665,2.9166666666666665,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
49617,RegionA,RegionA,2395,2395.0,2399.266666666667,4.266666666666667,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
47260,RegionD,RegionD,2395,2395.0,2398.483333333333,3.4833333333333334,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
41247,RegionA,RegionA,2395,2395.0,2397.0666666666666,2.066666666666667,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
13251,RegionA,RegionA,2395,2395.0,2395.7833333333333,0.7833333333333333,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
40599,RegionB,RegionB,2395,2395.0,2395.8333333333335,0.8333333333333334,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
23682,RegionB,RegionB,2396,2396.0,2400.616666666667,4.616666666666666,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
26836,RegionA,RegionA,2396,2396.0,2400.5333333333333,4.533333333333333,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
15175,RegionB,RegionB,2396,2396.0,2398.9166666666665,2.9166666666666665,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
18394,RegionA,RegionA,2396,2396.0,2401.4333333333334,5.433333333333334,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
49227,RegionC,RegionC,2396,2396.0,2401.25,5.25,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
40341,RegionA,RegionA,2396,2396.0,2402.4333333333334,6.433333333333334,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
28656,RegionC,RegionC,2396,2396.0,2397.3333333333335,1.3333333333333333,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
5138,RegionB,RegionB,2396,2396.0,2401.266666666667,5.266666666666667,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
38774,RegionA,RegionA,2396,2396.0,2396.55,0.55,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
7165,RegionB,RegionB,2397,2397.0,2401.633333333333,4.633333333333334,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
42220,RegionB,RegionB,2397,2397.0,2397.266666666667,0.26666666666666666,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
19172,RegionC,RegionC,2398,2398.0,2401.3166666666666,3.316666666666667,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
30610,RegionB,RegionB,2398,2398.0,2400.6833333333334,2.683333333333333,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
5272,RegionC,RegionC,2398,2398.0,2402.35,4.35,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
13381,RegionA,RegionA,2398,2398.0,2400.0833333333335,2.0833333333333335,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
4886,RegionF,RegionF,2398,2398.0,2401.3333333333335,3.3333333333333335,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionF,966
8972,RegionD,RegionD,2398,2398.0,2402.1,4.1,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
7530,RegionA,RegionA,2398,2398.0,2399.1666666666665,1.1666666666666667,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
40375,RegionA,RegionA,2398,2398.0,2399.3333333333335,1.3333333333333333,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
17052,RegionC,RegionC,2398,2398.0,2398.55,0.55,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
22360,RegionD,RegionD,2398,2398.0,2398.1833333333334,0.18333333333333332,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
39788,RegionC,RegionC,2399,2399.0,2403.383333333333,4.383333333333334,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
41451,RegionA,RegionA,2399,2399.0,2405.6,6.6,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
7890,RegionE,RegionE,2399,2399.0,2403.4166666666665,4.416666666666667,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
9621,RegionC,RegionC,2399,2399.0,2400.3333333333335,1.3333333333333333,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
21400,RegionB,RegionB,2399,2399.0,2400.6833333333334,1.6833333333333333,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
16844,RegionF,RegionF,2399,2399.0,2399.85,0.85,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1,RegionF,966
26377,RegionB,RegionB,2376,2376.0,2382.4333333333334,6.433333333333334,17,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
29779,RegionF,RegionF,2376,2376.0,2381.6,5.6,17,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionF,966
7403,RegionD,RegionD,2376,2376.0,2382.233333333333,6.233333333333333,10,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
33422,RegionB,RegionB,2376,2376.0,2382.1833333333334,6.183333333333334,9,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
14647,RegionA,RegionA,2376,2376.0,2377.233333333333,1.2333333333333334,11,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
18201,RegionE,RegionE,2376,2376.0,2376.6666666666665,0.6666666666666666,16,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
7902,RegionE,RegionE,2376,2376.0,2376.4333333333334,0.43333333333333335,11,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
9267,RegionE,RegionE,2376,2376.0,2376.366666666667,0.36666666666666664,7,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
29785,RegionE,RegionE,2377,2377.0,2382.5333333333333,5.533333333333333,17,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
25757,RegionE,RegionE,2377,2377.0,2382.366666666667,5.366666666666666,17,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
22926,RegionA,RegionA,2377,2377.0,2380.4666666666667,3.466666666666667,19,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
35013,RegionE,RegionE,2377,2377.0,2382.766666666667,5.766666666666667,9,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
26783,RegionA,RegionA,2377,2377.0,2379.3,2.3,16,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
39791,RegionB,RegionB,2377,2377.0,2381.7833333333333,4.783333333333333,4,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
36594,RegionE,RegionE,2377,2377.0,2378.516666666667,1.5166666666666666,12,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
37236,RegionE,RegionE,2378,2378.0,2382.8,4.8,21,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
18427,RegionB,RegionB,2378,2378.0,2382.45,4.45,18,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
45584,RegionC,RegionC,2378,2378.0,2380.6833333333334,2.683333333333333,21,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
27016,RegionD,RegionD,2378,2378.0,2379.1833333333334,1.1833333333333333,23,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
19684,RegionF,RegionF,2378,2378.0,2380.016666666667,2.0166666666666666,9,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionF,966
33839,RegionE,RegionE,2378,2378.0,2378.55,0.55,21,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
10622,RegionC,RegionC,2379,2379.0,2384.5666666666666,5.566666666666666,23,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
11216,RegionA,RegionA,2379,2379.0,2384.116666666667,5.116666666666666,20,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
37078,RegionD,RegionD,2379,2379.0,2383.5833333333335,4.583333333333333,14,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
2763,RegionB,RegionB,2379,2379.0,2382.75,3.75,15,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
14405,RegionA,RegionA,2379,2379.0,2381.5833333333335,2.5833333333333335,18,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
33741,RegionF,RegionF,2379,2379.0,2383.3,4.3,9,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionF,966
31331,RegionC,RegionC,2379,2379.0,2380.4166666666665,1.4166666666666667,5,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
47613,RegionD,RegionD,2380,2380.0,2385.3333333333335,5.333333333333333,22,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
17466,RegionE,RegionE,2380,2380.0,2383.85,3.85,20,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
43668,RegionB,RegionB,2380,2380.0,2382.8333333333335,2.8333333333333335,19,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
