,RegionA,RegionB,RegionC,RegionD,RegionE,RegionF
139,305.03249955,300.64500000000015,317.7726,314.5344,304.13750000000005,297.57370042333366
140,307.34099955,318.68100045,372.77939999999995,292.60799957333364,319.3875,293.83989957666665
141,368.5500004500001,353.99699999999973,398.7372,357.05600042666674,304.3249995833331,355.67620042333334
142,406.08000045000006,389.9070000000001,446.67840046,348.6975995733331,341.53749958333333,376.4406995766665
143,442.66499955000006,438.2909995500002,420.94140045999995,436.71039999999994,399.1375004166667,404.71089957666646
144,469.78650000000005,450.2655000000001,519.94260046,415.52640042666644,435.0125,445.64299999999986
145,486.97200045000005,495.9765004500001,521.6124000000001,503.66719957333373,458.6374995833333,465.0359004233332
146,544.32,531.3599995500002,536.544,513.9071995733335,506.9875000000002,538.6958999999999
147,544.3200004500001,531.36000045,536.544,533.0944,520.5249995833332,574.5734000000003
148,544.32,531.36000045,536.544,596.9151999999999,570.9875004166666,577.9388999999998
149,544.32,531.36000045,536.5439999999999,610.3680004266668,606.0875004166668,576.6561999999998
150,544.3199995499999,531.36,536.544,603.9296004266662,595.3749995833333,571.3603000000002
151,544.3200004500004,531.3599995500001,536.5440000000001,636.7744004266668,572.0500000000003,570.0013995766669
152,544.3199999999999,531.3599995499999,536.54400046,575.7184004266667,587.6499995833333,607.6949995766669
153,544.3199995500003,531.36,536.54400046,572.8384000000002,564.9750000000004,540.2198995766668
154,544.3200004500001,531.3600004500001,536.5439995399998,521.8943999999999,512.0874995833335,534.8224
155,506.73600000000005,531.3599995500001,533.9633995399996,484.0063995733336,439.4125004166665,486.9941995766666
156,431.81100045,485.6624995499997,511.06919953999994,467.07200000000006,432.78749958333333,450.7738004233334
157,456.29189955,453.7350004500001,471.67710045999996,418.02496000000014,397.38750000000016,436.66409999999996
158,435.26835045000024,430.7350500000002,424.50042,400.83328042666693,404.6875004166667,396.30223042333347
159,392.607,401.3955,408.95058046000014,366.38336042666657,354.25500041666703,372.66499042333334
160,387.66599955,336.15000000000003,352.52099953999993,323.13984,324.2187504166667,313.1565995766668
161,316.87199999999996,315.94050000000004,334.52580046,308.3903995733334,306.2999995833331,300.95189957666656
162,345.26250000000005,310.95900045,340.23900046,269.38879957333364,273.57500000000005,278.6507004233334
163,285.5924995500001,310.3245,337.92060046,306.0224004266667,275.3999999999998,282.06700042333335
164,315.23850044999995,318.74850045,366.50039953999993,320.8448004266668,323.5750000000001,339.4201995766665
165,299.90250000000003,379.99800045000006,374.61479999999995,358.0288004266667,313.1125000000002,343.40799957666644
166,407.80799954999986,409.8465,401.0556004599999,404.9919999999997,348.2374999999999,356.29849999999993
167,447.87600000000003,433.51199954999987,451.2185995399999,420.60800000000006,355.8125000000001,390.43610000000024
168,449.64450045,456.9750004500001,526.5389999999999,434.7648000000001,416.81250041666664,436.02909999999997
169,530.05049955,522.1935,529.4232,458.02240000000035,462.48750041666653,505.3964995766669
170,544.3200004500003,531.3600004500001,536.54399954,553.7024004266668,506.59999999999997,565.3277999999999
171,544.32,531.35999955,536.54400046,527.6032004266663,536.1625004166667,579.1834995766666
172,544.31999955,531.36,536.5439999999999,529.164800426667,588.4625,551.0403000000001
173,544.32000045,531.35999955,536.54400046,593.4463995733336,574.4500004166664,578.6119999999996
174,544.32,531.3600004500004,536.5439999999998,629.9392004266665,574.3875004166666,621.3220995766668
175,544.3200004499998,531.36000045,536.54400046,529.7664,593.9249995833334,611.4034004233336
176,544.31999955,531.36000045,536.5439999999999,593.0624000000003,547.2875,581.8759
177,544.3199999999998,531.36000045,536.5439999999999,559.4112,518.4624995833332,559.5619995766667
178,544.31999955,531.3600004500003,536.54400046,567.232,522.6124995833334,541.3247995766666
179,535.8824999999998,513.21599955,536.54400046,467.1871995733334,489.45000000000005,518.2488999999999
180,460.66049999999973,492.1695,489.5163604599997,454.03008,443.33749999999964,431.660300423333
181,451.23075000000006,479.06910045000006,469.04819999999995,434.55743999999993,412.65000041666656,439.6917804233334
182,429.42149955,429.7751995500001,450.93845953999994,399.0528004266668,389.08249958333323,399.21942000000007
183,403.6486495500001,386.86545,411.62364,349.9263999999998,359.4962504166666,371.13210000000004
184,322.083,357.39900045,340.32593954,320.7295995733333,310.8800004166666,331.91703999999993
185,313.8345004500001,331.16849955,305.17319954,298.8160004266665,315.8624995833332,289.8267000000001
186,315.07649954999977,308.55600000000004,282.15479953999994,297.1392004266669,311.07500000000005,295.7576004233333
187,321.50250000000005,306.42300045,336.59579954000003,275.4048000000003,296.21249999999986,300.57089957666665
188,334.17899955,350.41949955000007,353.11439954000014,330.2272000000002,326.16249958333333,332.73999957666666
189,358.91099955000004,386.64000045,370.53000046,326.74559999999997,354.72499958333316,309.98159999999996
190,377.109,403.48799955000004,432.57480045999995,349.23519957333343,374.51250000000005,360.27359957666675
191,419.93099955,430.3799995500001,414.2070004600001,431.0144004266667,407.34999958333333,399.3515004233333
192,460.5525,453.1545004500001,475.54799999999983,486.3232000000001,424.6875,482.3968004233332
193,500.526,507.1544995500001,536.5440000000001,493.4015995733332,473.46249999999975,498.9194995766667
194,541.4715000000001,531.36000045,536.54399954,508.4799995733329,522.024999583333,519.6713000000002
195,544.3200004500001,531.36000045,536.5440004599997,555.1872000000001,519.8000000000004,544.5887
196,544.3200004500001,531.36,536.54399954,560.4735999999999,540.6125004166666,575.9577
197,544.31999955,531.36,536.5439995399996,585.9840000000003,573.5874995833333,610.4509
198,544.3199995500001,531.36000045,536.544,575.0399995733336,603.5999999999999,567.588400423333
199,544.3200004500001,531.3599995500006,536.5439999999999,574.2080004266675,551.3875004166671,589.2545999999999
200,544.32,531.3599995500001,536.5439999999999,583.2320000000001,567.9000000000001,598.6398995766668
201,544.32,531.36,536.5439995400001,567.2320000000001,536.3874995833334,531.8886995766666
202,538.974,531.36,536.5440004599999,505.54879957333293,518.2750000000001,511.0733999999999
203,498.79799955000004,503.79299955000005,510.46200045999996,518.643200426667,439.8625004166666,474.8656999999998
204,510.08399955,471.4739995499998,464.74122045999997,471.55199999999985,441.2650004166667,448.1067995766666
205,431.12250000000006,448.9289995500002,444.26340045999996,428.87552042666636,400.6574995833332,417.6763304233333
206,412.40880000000016,424.60335000000003,431.97726045999997,413.6870400000007,405.4624995833335,415.66211000000004
207,417.9195000000001,384.04260045,395.91647954,373.7395200000002,361.6075,376.57532000000015
208,325.52955045000004,334.89450045000007,341.54862045999994,335.8720004266665,312.26249958333335,304.39487
209,309.44700045,311.79600000000005,284.0454,324.1728000000001,291.7375000000002,300.2152995766669
210,315.5625,288.91350045,318.31080000000003,332.96640000000014,271.2250004166668,276.49170042333316
211,324.74250000000006,302.00850045,304.49700046,299.1743995733331,305.47499958333395,305.85409999999996
212,337.4055,313.09199955000014,319.02840046,287.29600042666624,297.4375,347.17990000000003
213,313.05150044999993,386.22150045000006,357.8201995399999,381.0432004266666,329.4000000000001,296.2783
214,364.20300045000005,401.65199999999993,391.9062004599999,398.38720042666654,354.65000041666656,373.59590000000003
215,443.1105,443.13749955,421.24499999999995,407.6160000000004,420.87500000000006,417.85540000000003
216,447.48449955000007,495.57150000000007,500.48460045999997,453.36320042666654,443.6625,435.96559957666636
217,488.03849955000004,531.35999955,497.2691995400002,505.9584000000001,491.8999995833334,464.7564995766666
218,544.3199999999999,531.35999955,536.54399954,522.1504004266668,541.0374999999999,514.8071995766668
219,544.3199995500003,531.35999955,536.544,569.7408004266665,511.98749958333326,555.6504000000001
220,544.32,531.36000045,536.544,566.1055999999999,587.5166662500002,578.7008995766669
221,544.3199999999999,531.3599995500001,536.54400046,614.4512004266668,569.4883333333335,587.9719004233334
222,544.3199995500001,531.36000045,536.544,619.9552004266667,583.2450004166665,590.2706004233329
223,544.3200004500001,531.36,536.5439995400001,601.6383995733329,557.8124995833333,609.9556000000001
224,544.3200004500001,531.3599999999998,536.5440000000003,590.2207999999996,577.7875004166667,589.6229004233331
225,544.3199999999999,531.36,536.54399954,529.8303999999999,541.2625,566.9914999999997
226,544.3200004500001,531.3599995500001,536.5439995400001,503.1423995733333,511.66250000000025,502.64060042333347
227,511.8795004500001,500.62050045,516.6858,488.00000000000017,507.4124995833333,488.9880995766668
228,466.00649955,475.32150000000007,524.5793995399999,456.5119999999996,424.0624995833331,375.4501004233332
229,429.6509995500001,442.98899955,470.38403953999995,429.2480004266666,415.6562495833336,367.97488042333293
230,430.3044004500001,425.52135045000006,452.80145953999994,406.7392000000002,400.3862500000002,349.27666999999946
231,391.52294955,391.02209999999997,398.8586404599999,386.7008,371.41749958333327,367.04693290999984
232,345.73499955000005,339.06600045,348.90540045999995,316.56959957333356,311.6399995833333,334.45958000000047
233,312.03899955000026,317.50649955,328.89540045999996,326.34879957333334,265.51249999999993,322.80436709
234,343.0755,301.3469999999998,311.0934,324.24960042666675,309.1374995833334,336.14021375666647
235,314.4555,313.7400004499999,337.00980000000004,318.643199573333,313.7875,318.31279957666663
236,334.74599955,314.46900044999995,346.95959954,297.38240042666683,271.32500000000016,342.4284066666669
237,350.82450045,348.30000045,375.4151995399998,339.072,333.47499958333293,350.65970000000004
238,337.08150045,371.39850045,378.8100000000001,348.6336,323.79999999999995,343.8017000000003
239,449.9820004500001,407.1329995499999,455.9520004599999,389.248000426667,402.02499958333357,394.9699995766667
240,452.47949954999996,488.3220004500001,486.0084,426.57280000000014,430.5874995833334,464.6548995766667
241,510.90749955,496.3949995500002,511.45559999999983,498.944,475.55,498.4369004233333
242,523.2060004500004,531.36,536.544,514.2656004266669,521.9500004166667,514.1976
243,544.32,531.3599995500003,536.54400046,538.9312004266668,542.6125,538.5561995766666
244,544.3200004500001,531.36000045,536.5439995399998,606.8095995733335,537.5000000000001,567.5249004233332
245,544.3200004500001,531.36000045,536.544,596.3519995733333,586.8125004166667,593.9154995766668
246,544.3200004500001,531.36000045,536.54399954,603.8400004266667,572.3374999999999,616.0388995766665
247,544.32,531.36,536.5439999999999,577.9071995733335,548.9749995833338,584.0222004233331
248,544.31999955,531.36,536.544,572.1855995733337,594.2999999999997,554.8249004233334
249,544.3199995499998,531.3599995500002,536.5439995400001,552.5632004266664,532.9124999999997,573.6971000000002
250,544.3199995499998,531.36,536.5440004599998,495.5904004266672,521.6624999999999,488.6197995766667
251,526.6755004500001,509.62500045,536.54400046,478.2591995733332,468.6625,482.8159004233334
252,450.522,477.34650000000005,516.4650004599999,440.6784000000004,463.57499999999993,445.9960599999999
253,473.31269955,461.862,452.26050046,432.87040000000036,423.12499958333314,400.33066999999977
254,446.9984995500001,406.12049955000003,422.8043995399999,406.9503995733334,392.42999958333314,388.92480000000046
255,384.01425,398.1420000000003,401.23223999999993,367.12960000000015,373.2462504166666,353.25176957666673
256,324.98819955000033,337.39065045,356.92320046,323.48160000000024,308.6625,333.3305495766667
257,284.95800000000025,303.23699999999985,325.19699953999987,313.9584000000005,305.6625,306.51449957666637
258,321.0299995499999,324.56699954999925,317.1101999999995,316.18559999999997,305.78750000000025,274.70099999999996
259,313.96950045000006,317.39849954999977,290.94540046,300.5312004266669,261.48750000000007,295.9988999999999
260,339.1740000000003,340.44299954999997,327.77760046,308.7615995733333,336.2499995833343,318.03340042333355
261,356.91300045,361.935,379.80360000000064,326.4000000000005,314.6875004166666,351.15499999999963
262,373.8960004500001,369.29250045000003,376.1879995400001,374.72000042666696,359.900000416667,386.20699957666676
263,454.41000045000004,433.78200000000004,459.52619999999996,415.09120000000047,405.96250000000026,401.3962004233335
264,472.4999995499995,477.7649995500001,497.7108,485.52960042666655,440.2500004166668,451.9168
265,543.9285004500001,519.7364995500003,529.9889995399999,472.9600000000003,458.0749995833333,519.0616995766665
266,544.31999955,531.36,536.5439999999996,510.8608004266664,509.0625,527.7357999999999
267,544.3199995500001,531.36,536.544,580.4927999999993,558.0499999999996,563.1814999999998
268,544.31999955,531.3600004499999,536.5439995399998,601.1263995733327,537.1999995833337,578.9421999999996
269,544.3200004500001,531.3599995499998,536.5440004600006,595.7248000000001,588.15,579.0310995766663
270,544.3199995500001,531.3600004500004,536.5439995399998,579.4048004266674,584.0750004166673,576.0593
271,544.3199995500001,531.36000045,536.54400046,571.1744000000002,623.9999995833343,596.6206004233333
272,544.3200004500001,531.36000045,536.54400046,581.504000426667,567.5499995833333,574.027299576667
273,544.32,531.36,536.5439999999999,545.9711995733333,568.3249995833343,555.6376999999991
274,544.31999955,531.36,525.3384004599999,551.7184004266667,522.962499583333,534.8732004233331
275,513.72900045,531.35999955,518.2727995399999,476.0448000000012,458.9875004166664,503.999499576667
276,470.40749955000007,456.7590004500001,500.53979954,450.4063995733333,454.25624958333333,460.04480042333364
277,457.002,446.9202000000002,450.1421999999999,431.38048000000003,429.31749958333364,418.2363995766668
278,425.22839999999985,412.6409995499996,445.60889954,393.56160042666664,398.0050004166671,401.717510423333
279,369.19800045000005,388.65825,365.35499999999996,349.93023999999906,368.8300000000005,370.06148999999994
280,341.1855,338.9620495499999,372.1445995399999,333.27359957333323,317.8625004166667,306.7812004233334
281,304.0470000000001,322.09650045000006,308.9820000000003,278.1055995733324,301.6625000000001,309.56249957666665
282,290.14200000000005,304.42499955,299.5152000000002,276.8767995733334,327.36250041666665,241.19840000000002
283,313.9964999999997,317.5469995500004,296.5482,330.5727995733331,304.1499995833337,295.45280000000025
284,320.26049954999996,284.26950000000056,293.9952004600001,325.67040000000026,305.25000041666647,331.17789999999997
285,368.94149955,341.07749954999997,360.41460000000006,324.4160004266668,316.02499958333334,350.3803
286,399.0600004499997,380.1464995499997,432.9335995399999,360.6272004266666,343.6875004166663,364.5027004233335
287,384.25050045,432.04049955,435.1416,430.2592000000009,401.3249999999999,381.64770000000004
288,483.04349955000004,449.6850000000001,494.6058004599999,462.22079957333364,430.51249999999976,449.03390042333393
289,474.80850045,531.3599999999996,536.21279954,468.9152004266666,453.38749958333347,508.9143995766667
290,544.3199999999999,531.36000045,536.5440004600002,510.0032004266663,511.13750000000005,515.4930004233325
291,544.32,531.3599995500001,536.5440004599999,585.3184000000005,549.300000416667,566.9025999999998
292,544.31999955,531.3599995500001,536.54400046,576.4736000000001,585.0624995833335,580.8218004233336
293,544.3199995500001,531.3599999999999,536.544,595.699200426667,546.7375004166665,577.1768999999999
294,544.31999955,531.36000045,536.54400046,550.5536004266663,567.6625000000003,598.8558
295,544.3199995500001,531.3600004500003,536.5439995399998,615.5007995733332,557.4499999999999,580.5423995766673
296,544.3200000000003,531.36,536.544,604.4671999999996,579.7249995833333,579.7549995766667
297,544.32,531.36000045,536.54399954,540.211200426667,556.225000416667,580.1106
298,543.9420000000001,531.3599995499999,536.544,555.9936,525.3,539.4832999999998
299,511.91999954999994,531.36000045,536.544,460.27520000000004,509.8875000000003,491.0455
300,507.69449955000016,496.78650045000006,483.17939999999993,434.45759957333337,425.82499999999993,461.42909999999983
301,471.4064995500001,457.6635,456.72480046000004,414.9760004266666,419.36249958333326,408.39389957666674
302,433.07055000000014,425.00700045,440.43527954000007,402.94272000000046,395.57124958333293,404.9610900000002
303,411.93495,380.33550045,424.17473999999993,353.4591999999997,377.0699995833337,367.32717999999977
304,333.04500045000026,312.98400000000004,375.80159953999987,311.8412795733335,308.30000041666653,361.3531
305,300.8475004500001,306.88199955,291.6630000000002,289.8815995733338,310.27500041666667,323.1388000000004
306,337.95899955000004,296.85150044999995,303.5447995399998,283.648,279.9124995833332,268.65579999999943
307,321.3945,325.4580004500001,300.50879954,276.32640042666696,291.16249958333276,300.9138004233338
308,311.3100004500001,337.59450045,322.97520000000026,326.00319957333295,302.5250004166668,278.9682004233338
309,379.41750000000013,347.6384999999998,386.39999953999995,343.7696,370.2374995833329,357.7208999999993
310,363.9734999999996,367.227,410.757,339.712,373.09999958333356,373.3800004233332
311,452.51999954999985,454.42350000000005,459.20879999999994,395.09760000000006,421.3124995833332,423.82440000000014
