TaskID,SourceRegion,AssignedRegion,ArrivalHour,StartHour,FinishHour,Duration_h,GPU_Demand,TaskType,NetworkLatency_ms,RunID,Question
12031,RegionA,RegionA,3,3.0,5.566666666666666,2.566666666666667,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
3460,RegionB,RegionB,3,3.0,6.55,3.55,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
47472,RegionA,RegionA,4,4.0,6.816666666666666,2.816666666666667,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
4717,RegionA,RegionA,4,4.0,7.6,3.6,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
27475,RegionC,RegionC,4,4.0,6.75,2.75,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
11311,RegionB,RegionB,4,4.0,10.533333333333333,6.533333333333333,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
39287,RegionB,RegionB,5,5.0,11.083333333333332,6.083333333333333,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
10404,RegionA,RegionA,5,5.0,9.783333333333333,4.783333333333333,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
5714,RegionA,RegionA,5,5.0,7.9,2.9,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
18195,RegionE,RegionE,5,5.0,8.416666666666666,3.4166666666666665,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
15020,RegionD,RegionD,5,5.0,7.316666666666666,2.316666666666667,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
1970,RegionB,RegionB,5,5.0,10.766666666666666,5.766666666666667,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
20876,RegionC,RegionC,5,5.0,6.266666666666667,1.2666666666666666,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
36976,RegionA,RegionA,5,5.0,6.033333333333333,1.0333333333333334,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
42068,RegionB,RegionB,6,6.0,11.75,5.75,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
22468,RegionB,RegionB,6,6.0,10.416666666666668,4.416666666666667,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
49057,RegionC,RegionC,6,6.0,11.183333333333334,5.183333333333334,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
37945,RegionC,RegionC,6,6.0,10.966666666666667,4.966666666666667,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
48504,RegionB,RegionB,6,6.0,10.333333333333332,4.333333333333333,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
44529,RegionB,RegionB,6,6.0,8.366666666666667,2.3666666666666667,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
29186,RegionB,RegionB,6,6.0,9.05,3.05,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
3300,RegionA,RegionA,6,6.0,7.183333333333334,1.1833333333333333,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
30787,RegionB,RegionB,6,6.0,7.766666666666667,1.7666666666666666,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
23962,RegionA,RegionA,6,6.0,7.15,1.15,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
37127,RegionA,RegionA,7,7.0,12.766666666666666,5.766666666666667,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
17660,RegionB,RegionB,7,7.0,10.85,3.85,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
14959,RegionB,RegionB,8,8.0,13.316666666666666,5.316666666666666,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
43357,RegionC,RegionC,8,8.0,13.633333333333333,5.633333333333334,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
13615,RegionC,RegionC,8,8.0,13.333333333333332,5.333333333333333,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
24987,RegionB,RegionB,8,8.0,14.366666666666667,6.366666666666666,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
9159,RegionB,RegionB,8,8.0,12.85,4.85,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
26744,RegionA,RegionA,8,8.0,12.666666666666668,4.666666666666667,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
19256,RegionC,RegionC,8,8.0,11.666666666666666,3.6666666666666665,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
22425,RegionC,RegionC,8,8.0,11.783333333333333,3.783333333333333,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
30540,RegionE,RegionE,8,8.0,12.433333333333334,4.433333333333334,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
42488,RegionB,RegionB,8,8.0,10.466666666666667,2.466666666666667,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
26407,RegionC,RegionC,8,8.0,11.983333333333334,3.9833333333333334,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
10916,RegionA,RegionA,8,8.0,10.083333333333334,2.0833333333333335,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
34564,RegionB,RegionB,8,8.0,8.983333333333333,0.9833333333333333,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
34725,RegionE,RegionE,8,8.0,8.9,0.9,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
45702,RegionB,RegionB,9,9.0,13.566666666666666,4.566666666666666,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
23705,RegionE,RegionE,9,9.0,14.016666666666666,5.016666666666667,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
30858,RegionB,RegionB,9,9.0,14.383333333333333,5.383333333333334,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
20428,RegionB,RegionB,9,9.0,13.8,4.8,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
29231,RegionB,RegionB,9,9.0,11.716666666666667,2.716666666666667,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
42842,RegionB,RegionB,10,10.0,13.483333333333334,3.4833333333333334,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
16550,RegionA,RegionA,10,10.0,12.7,2.7,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
20030,RegionC,RegionC,10,10.0,13.65,3.65,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
44470,RegionB,RegionB,10,10.0,14.383333333333333,4.383333333333334,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
18475,RegionB,RegionB,10,10.0,10.6,0.6,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
47136,RegionA,RegionA,11,11.0,15.6,4.6,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
13810,RegionB,RegionB,11,11.0,13.883333333333333,2.8833333333333333,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
18177,RegionA,RegionA,11,11.0,12.933333333333334,1.9333333333333333,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
11030,RegionB,RegionB,11,11.0,12.916666666666666,1.9166666666666667,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
35164,RegionC,RegionC,11,11.0,11.833333333333334,0.8333333333333334,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
11346,RegionC,RegionC,11,11.0,13.616666666666667,2.6166666666666667,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
48596,RegionB,RegionB,11,11.0,15.666666666666668,4.666666666666667,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
673,RegionC,RegionC,11,11.0,12.916666666666666,1.9166666666666667,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
11183,RegionF,RegionF,12,12.0,18.583333333333332,6.583333333333333,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
8480,RegionC,RegionC,12,12.0,18.15,6.15,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
29158,RegionA,RegionA,12,12.0,15.883333333333333,3.8833333333333333,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
5291,RegionC,RegionC,12,12.0,17.21666666666667,5.216666666666667,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
49086,RegionA,RegionA,12,12.0,15.116666666666667,3.1166666666666667,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
16083,RegionF,RegionF,12,12.0,16.366666666666667,4.366666666666666,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
13050,RegionB,RegionB,12,12.0,12.35,0.35,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
32064,RegionA,RegionA,13,13.0,19.483333333333334,6.483333333333333,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
48401,RegionC,RegionC,13,13.0,16.416666666666668,3.4166666666666665,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
26152,RegionF,RegionF,13,13.0,16.266666666666666,3.2666666666666666,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
9291,RegionB,RegionB,13,13.0,18.933333333333334,5.933333333333334,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
32717,RegionC,RegionC,13,13.0,18.46666666666667,5.466666666666667,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
25313,RegionA,RegionA,13,13.0,14.233333333333334,1.2333333333333334,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
38429,RegionB,RegionB,14,14.0,18.4,4.4,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
10946,RegionC,RegionC,14,14.0,17.733333333333334,3.7333333333333334,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
3249,RegionB,RegionB,14,14.0,19.53333333333333,5.533333333333333,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
36591,RegionB,RegionB,14,14.0,20.2,6.2,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
14997,RegionB,RegionB,14,14.0,17.2,3.2,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
15603,RegionC,RegionC,14,14.0,16.166666666666668,2.1666666666666665,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
29510,RegionD,RegionD,14,14.0,17.75,3.75,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
33683,RegionA,RegionA,14,14.0,16.183333333333334,2.183333333333333,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
10943,RegionB,RegionB,14,14.0,16.21666666666667,2.216666666666667,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
26596,RegionC,RegionC,14,14.0,15.8,1.8,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
49368,RegionA,RegionA,14,14.0,14.516666666666667,0.5166666666666667,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
26769,RegionA,RegionA,14,14.0,14.35,0.35,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
39586,RegionA,RegionA,14,14.0,15.883333333333333,1.8833333333333333,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
14243,RegionB,RegionB,15,15.0,20.21666666666667,5.216666666666667,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
27050,RegionC,RegionC,15,15.0,20.96666666666667,5.966666666666667,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
44095,RegionB,RegionB,15,15.0,20.78333333333333,5.783333333333333,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
47596,RegionA,RegionA,15,15.0,21.266666666666666,6.266666666666667,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
19938,RegionC,RegionC,15,15.0,17.766666666666666,2.7666666666666666,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
31840,RegionA,RegionA,15,15.0,19.0,4.0,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
14132,RegionB,RegionB,15,15.0,16.683333333333334,1.6833333333333333,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
21961,RegionA,RegionA,15,15.0,16.766666666666666,1.7666666666666666,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
12079,RegionB,RegionB,15,15.0,15.933333333333334,0.9333333333333333,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
9326,RegionC,RegionC,15,15.0,16.416666666666668,1.4166666666666667,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
37404,RegionB,RegionB,15,15.0,17.2,2.2,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
45568,RegionE,RegionE,15,15.0,15.566666666666666,0.5666666666666667,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
14355,RegionB,RegionB,15,15.0,15.45,0.45,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
19878,RegionB,RegionB,15,15.0,15.55,0.55,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
37928,RegionA,RegionA,16,16.0,20.416666666666668,4.416666666666667,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
3362,RegionC,RegionC,16,16.0,19.95,3.95,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
45744,RegionC,RegionC,16,16.0,22.5,6.5,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
9378,RegionC,RegionC,16,16.0,17.483333333333334,1.4833333333333334,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
2196,RegionD,RegionD,16,16.0,17.7,1.7,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
18322,RegionA,RegionA,16,16.0,18.2,2.2,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
21852,RegionB,RegionB,16,16.0,21.233333333333334,5.233333333333333,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
14205,RegionC,RegionC,16,16.0,19.25,3.25,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
45612,RegionC,RegionC,16,16.0,19.183333333333334,3.183333333333333,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
5204,RegionB,RegionB,17,17.0,21.333333333333332,4.333333333333333,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
17762,RegionE,RegionE,17,17.0,19.266666666666666,2.2666666666666666,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
13807,RegionA,RegionA,17,17.0,23.4,6.4,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
18424,RegionC,RegionC,17,17.0,21.25,4.25,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
45357,RegionC,RegionC,17,17.0,19.05,2.05,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
15705,RegionB,RegionB,17,17.0,21.616666666666667,4.616666666666666,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
15352,RegionB,RegionB,17,17.0,18.116666666666667,1.1166666666666667,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
25713,RegionA,RegionA,17,17.0,17.55,0.55,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
35095,RegionB,RegionB,18,18.0,22.583333333333332,4.583333333333333,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
25683,RegionB,RegionB,18,18.0,22.833333333333332,4.833333333333333,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
41246,RegionA,RegionA,18,18.0,21.366666666666667,3.3666666666666667,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
15478,RegionC,RegionC,18,18.0,20.21666666666667,2.216666666666667,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
13021,RegionA,RegionA,18,18.0,20.016666666666666,2.0166666666666666,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
42385,RegionC,RegionC,18,18.0,22.4,4.4,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
13772,RegionC,RegionC,18,18.0,18.5,0.5,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
8048,RegionA,RegionA,19,19.0,24.21666666666667,5.216666666666667,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
21662,RegionB,RegionB,19,19.0,23.166666666666668,4.166666666666667,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
2521,RegionB,RegionB,19,19.0,20.633333333333333,1.6333333333333333,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
32867,RegionC,RegionC,19,19.0,22.583333333333332,3.5833333333333335,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
33853,RegionA,RegionA,19,19.0,22.016666666666666,3.0166666666666666,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
34504,RegionA,RegionA,19,19.0,20.816666666666666,1.8166666666666667,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
23535,RegionA,RegionA,19,19.0,19.516666666666666,0.5166666666666667,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
45272,RegionC,RegionC,20,20.0,25.4,5.4,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
25241,RegionA,RegionA,20,20.0,22.016666666666666,2.0166666666666666,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
26204,RegionD,RegionD,20,20.0,22.333333333333332,2.3333333333333335,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
33214,RegionB,RegionB,20,20.0,20.183333333333334,0.18333333333333332,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
6540,RegionA,RegionA,21,21.0,27.5,6.5,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
13853,RegionA,RegionA,21,21.0,23.083333333333332,2.0833333333333335,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
46454,RegionA,RegionA,21,21.0,25.866666666666667,4.866666666666666,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
43009,RegionC,RegionC,21,21.0,23.21666666666667,2.216666666666667,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
27584,RegionA,RegionA,21,21.0,21.666666666666668,0.6666666666666666,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
49353,RegionF,RegionF,22,22.0,28.05,6.05,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
12073,RegionC,RegionC,22,22.0,28.333333333333332,6.333333333333333,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
25578,RegionB,RegionB,22,22.0,26.883333333333333,4.883333333333334,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
25602,RegionA,RegionA,22,22.0,24.45,2.45,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
37313,RegionB,RegionB,22,22.0,25.933333333333334,3.933333333333333,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
2639,RegionB,RegionB,22,22.0,24.46666666666667,2.466666666666667,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
7092,RegionA,RegionA,22,22.0,23.533333333333335,1.5333333333333334,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
20103,RegionC,RegionC,22,22.0,24.0,2.0,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
37909,RegionB,RegionB,22,22.0,27.6,5.6,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
7029,RegionC,RegionC,22,22.0,23.45,1.45,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
35934,RegionA,RegionA,22,22.0,22.533333333333335,0.5333333333333333,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
49303,RegionB,RegionB,22,22.0,22.166666666666668,0.16666666666666666,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
8755,RegionC,RegionC,23,23.0,29.383333333333333,6.383333333333334,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
32974,RegionA,RegionA,23,23.0,29.2,6.2,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
33879,RegionF,RegionF,23,23.0,26.566666666666666,3.566666666666667,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
4434,RegionA,RegionA,23,23.0,26.133333333333333,3.1333333333333333,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
25492,RegionB,RegionB,23,23.0,25.816666666666666,2.816666666666667,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
31947,RegionB,RegionB,23,23.0,25.75,2.75,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
22173,RegionB,RegionB,23,23.0,26.733333333333334,3.7333333333333334,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
28402,RegionA,RegionA,23,23.0,23.916666666666668,0.9166666666666666,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
34086,RegionB,RegionB,23,23.0,23.233333333333334,0.23333333333333334,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
34759,RegionA,RegionA,23,23.0,23.25,0.25,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
14085,RegionB,RegionB,24,24.0,30.0,6.0,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
49177,RegionA,RegionA,24,24.0,29.46666666666667,5.466666666666667,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
15952,RegionA,RegionA,24,24.0,29.0,5.0,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
10786,RegionB,RegionB,25,25.0,28.933333333333334,3.933333333333333,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
40125,RegionA,RegionA,25,25.0,30.78333333333333,5.783333333333333,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
11611,RegionA,RegionA,25,25.0,30.183333333333334,5.183333333333334,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
30801,RegionC,RegionC,25,25.0,27.566666666666666,2.566666666666667,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
10202,RegionB,RegionB,25,25.0,26.0,1.0,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
18806,RegionA,RegionA,25,25.0,29.333333333333332,4.333333333333333,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
42341,RegionA,RegionA,26,26.0,31.96666666666667,5.966666666666667,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
10227,RegionA,RegionA,26,26.0,31.53333333333333,5.533333333333333,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
18149,RegionE,RegionE,26,26.0,30.75,4.75,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
48267,RegionB,RegionB,26,26.0,28.866666666666667,2.8666666666666667,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
9917,RegionF,RegionF,26,26.0,26.533333333333335,0.5333333333333333,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
49874,RegionB,RegionB,26,26.0,26.633333333333333,0.6333333333333333,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
6834,RegionE,RegionE,27,27.0,33.06666666666666,6.066666666666666,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
23414,RegionB,RegionB,27,27.0,33.46666666666667,6.466666666666667,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
4880,RegionA,RegionA,27,27.0,30.166666666666668,3.1666666666666665,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
49651,RegionB,RegionB,27,27.0,30.4,3.4,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
1397,RegionA,RegionA,27,27.0,29.4,2.4,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
45166,RegionC,RegionC,27,27.0,29.833333333333332,2.8333333333333335,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
44000,RegionD,RegionD,27,27.0,27.85,0.85,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
3919,RegionB,RegionB,27,27.0,31.733333333333334,4.733333333333333,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
37669,RegionC,RegionC,27,27.0,27.883333333333333,0.8833333333333333,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
1230,RegionB,RegionB,27,27.0,29.616666666666667,2.6166666666666667,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
33364,RegionB,RegionB,27,27.0,29.083333333333332,2.0833333333333335,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
39756,RegionD,RegionD,27,27.0,27.616666666666667,0.6166666666666667,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
47836,RegionC,RegionC,28,28.0,34.2,6.2,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
44145,RegionA,RegionA,28,28.0,33.06666666666666,5.066666666666666,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
14266,RegionF,RegionF,28,28.0,32.3,4.3,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
38617,RegionA,RegionA,28,28.0,30.65,2.65,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
21672,RegionA,RegionA,28,28.0,31.633333333333333,3.6333333333333333,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
22261,RegionC,RegionC,28,28.0,33.666666666666664,5.666666666666667,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
41584,RegionB,RegionB,28,28.0,29.416666666666668,1.4166666666666667,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
