Hour,RegionA,RegionB,RegionC,RegionD,RegionE,RegionF
79,31.80466666666667,7.278333333333339,37.824333333333335,48.22133333333336,98.39199999999997,37.29333333333334
80,21.901333333333373,16.101333333333336,39.619666666666674,47.635,78.06000000000003,48.1360000000001
81,15.482666666666674,15.868,38.328,38.956666666666685,66.01333333333329,26.603000000000097
82,29.162000000000006,28.76300000000001,41.61466666666667,51.15733333333322,43.444666666666656,32.86
83,36.62200000000001,49.528000000000006,45.80166666666672,32.065333333333385,58.895,48.1
84,35.324666666666666,55.284000000000034,13.481333333333263,54.15333333333334,69.32466666666672,65.82
85,33.11133333333334,27.832000000000114,33.87966666666666,55.56500000000005,56.55499999999999,80.4033333333333
86,28.22999999999998,7.968000000000001,32.90599999999999,63.040000000000006,67.55466666666655,70.328
87,23.176,12.906333333333325,48.504666666666665,55.46099999999994,103.13466666666667,62.29433333333345
88,10.381666666666579,11.623333333333342,75.30700000000002,90.33833333333334,91.82799999999986,48.92666666666681
89,11.001333333333339,12.550666666666666,71.04266666666665,106.70600000000007,94.94533333333318,34.96133333333334
90,11.324666666666669,11.636666666666667,54.380666666666684,103.93833333333333,82.84400000000004,43.56
91,27.221333333333337,14.079999999999997,39.508000000000074,97.6520000000001,45.48000000000009,60.820666666666675
92,27.808,11.757999999999985,27.363666666666642,100.9066666666667,104.0863333333333,58.8633333333333
93,30.183999999999997,7.258999999999986,8.617333333333388,53.985666666666674,91.78333333333335,56.401666666666664
94,31.558000000000003,6.559999999999992,10.492,68.52799999999989,83.20500000000001,65.56000000000003
95,11.864333333333237,20.784000000000006,16.854666666666695,85.76199999999996,109.64399999999996,52.96866666666668
96,9.07733333333333,32.143000000000015,17.421333333333337,107.35366666666668,95.35599999999997,53.18800000000006
97,12.830666666666673,33.44199999999999,21.491333333333337,85.88466666666653,68.7013333333333,99.97999999999992
98,13.661666666666658,31.866666666666656,21.038666666666686,64.65199999999996,46.596000000000046,90.00200000000002
99,13.843999999999994,29.351000000000006,14.206666666666628,54.448666666666604,56.0,83.90999999999998
100,11.029666666666664,34.95533333333338,10.428333333333322,52.851666666666766,55.726666666666674,71.83200000000004
101,11.118666666666654,17.791999999999977,8.576000000000015,66.84000000000002,64.15999999999985,47.476000000000106
102,39.81733333333334,20.5,3.120000000000006,69.616,51.655999999999935,55.653333333333215
103,39.477666666666664,13.858666666666625,5.632000000000005,63.72666666666661,53.78899999999996,36.26433333333335
104,38.80800000000002,9.846666666666668,10.289333333333337,71.72999999999999,61.31333333333324,55.776000000000046
105,40.41866666666667,13.29999999999999,11.170666666666666,81.955,51.15199999999997,83.66000000000001
106,30.915666666666663,14.382666666666665,16.725333333333335,56.01333333333342,43.654000000000046,56.26266666666681
107,9.03433333333335,20.018333333333292,24.282000000000004,52.04666666666665,51.32400000000002,58.89733333333341
108,7.632000000000016,32.99999999999999,20.753333333333337,55.44,53.99599999999992,66.94533333333334
109,10.971333333333348,37.53066666666667,37.28999999999999,102.5066666666666,39.850666666666555,111.57000000000001
110,12.435000000000024,29.979000000000042,49.42066666666669,127.15333333333322,32.952,101.22800000000011
111,7.346666666666669,26.580999999999943,61.68633333333338,82.6173333333335,23.543999999999976,89.03833333333343
112,7.721333333333331,16.600666666666648,61.9733333333333,107.9893333333334,59.91733333333331,56.8
113,7.090666666666671,7.696666666666683,63.28,104.03666666666669,61.059999999999995,63.704000000000036
114,10.121666666666671,3.6843333333333437,64.87999999999991,123.73900000000006,79.99333333333344,76.34666666666664
115,8.840000000000003,19.956333333333333,46.787333333333336,116.20800000000014,78.13066666666677,95.49599999999994
116,8.740333333333353,29.769333333333357,26.373999999999935,133.72999999999993,90.54266666666669,82.90133333333327
117,4.295999999999997,29.158666666666655,5.641333333333366,112.97566666666653,99.56400000000008,72.09466666666674
118,17.395000000000003,32.77500000000001,5.589333333333333,107.1356666666667,87.79333333333314,53.13366666666661
119,36.72266666666667,25.362666666666716,8.408666666666662,128.34200000000007,81.77599999999995,67.46
120,38.344,11.557666666666663,10.118666666666675,129.00600000000009,92.52333333333335,104.292
121,37.015333333333395,17.21166666666666,28.995333333333328,166.27266666666662,104.36733333333335,83.14633333333344
122,26.537666666666635,13.925000000000022,44.99600000000004,165.50799999999984,126.84366666666665,92.87733333333347
123,25.14266666666666,5.080999999999992,28.638000000000034,154.38133333333337,134.7939999999999,79.37333333333329
124,21.7783333333333,19.140666666666668,28.967999999999897,153.18833333333325,117.30666666666664,78.84933333333342
125,15.323999999999987,36.472,9.646666666666704,120.77333333333333,82.8849999999999,77.69333333333316
126,16.533333333333324,55.99333333333337,5.793333333333335,132.17199999999997,68.34666666666641,56.8733333333333
127,14.014666666666674,36.18666666666674,8.821333333333358,149.97866666666664,33.96166666666688,95.27499999999998
128,10.668000000000031,22.02000000000001,11.048000000000048,183.02000000000004,40.026666666666664,101.66000000000001
129,8.475999999999999,14.380000000000182,11.911666666666658,175.83599999999984,42.32,119.25766666666671
130,6.824000000000012,7.969333333333346,11.265333333333338,127.41599999999994,50.282666666666486,87.94666666666637
131,7.085333333333328,6.306333333333365,12.151666666666655,129.65166666666664,53.20966666666667,102.31599999999983
132,7.678666666666659,19.973333333333336,11.926000000000055,112.09000000000037,39.21200000000006,98.70000000000007
133,5.5493333333333315,39.86999999999999,6.266000000000021,143.5840000000003,34.282000000000096,111.23200000000007
134,4.2326666666666934,38.04666666666644,16.196000000000005,100.30833333333321,34.30333333333334,118.42266666666652
135,3.648000000000002,30.526666666666678,17.48533333333332,101.81200000000022,67.40666666666668,118.89066666666658
136,11.946666666666673,44.21366666666667,16.52,106.53233333333324,48.688,77.64400000000005
137,15.34533333333332,51.27466666666666,16.631999999999998,133.77033333333333,58.47000000000003,42.5143333333334
138,22.386666666666667,56.485333333333266,7.320000000000028,164.901,74.73200000000007,23.31300000000006
139,26.826666666666664,46.212000000000096,2.6750000000000047,140.44100000000003,98.06000000000006,23.582333333333583
140,38.374666666666634,55.78933333333331,10.548000000000002,63.006666666666916,70.18399999999998,59.471666666666664
141,19.839333333333396,45.35899999999982,12.020000000000001,92.17333333333335,58.69866666666647,60.01333333333331
142,14.785333333333362,49.67200000000005,10.464333333333334,95.16666666666644,53.93866666666666,58.50666666666649
143,9.76666666666669,44.430666666666795,14.249333333333336,75.9,63.84933333333332,43.342666666666474
144,10.992000000000004,28.560000000000006,14.045333333333339,92.77333333333316,82.58000000000001,82.9839999999999
145,9.836333333333338,33.152333333333395,17.50400000000006,60.06466666666694,109.86266666666668,74.92933333333325
146,11.268000000000018,16.0166666666668,10.920000000000005,61.44666666666677,129.36800000000014,74.36199999999991
147,8.662333333333336,25.233333333333327,11.958999999999982,90.28399999999993,95.46666666666654,111.98800000000023
148,34.022000000000006,42.14933333333331,16.919999999999998,113.21999999999991,42.93933333333338,101.26999999999984
149,31.904000000000018,44.89433333333333,20.23699999999998,122.18533333333339,44.129333333333406,99.14799999999987
150,54.76366666666662,47.45799999999998,25.21000000000002,101.06033333333292,26.193666666666623,83.07700000000015
151,36.74933333333358,66.73066666666668,24.107000000000095,93.58133333333343,43.552000000000184,94.52666666666686
152,39.05499999999998,65.09666666666652,17.95333333333333,113.50233333333328,105.67666666666668,79.4266666666668
153,40.3126666666668,61.70799999999997,36.80433333333336,141.05400000000014,94.30800000000023,39.09366666666669
154,41.17333333333335,74.87933333333343,32.55066666666666,126.87899999999996,80.91266666666687,30.62499999999997
155,40.275999999999996,57.866666666666646,11.930666666666426,79.74266666666685,81.36133333333319,49.34666666666656
156,25.439333333333284,29.498666666666445,9.694666666666658,50.937,72.76666666666672,96.14333333333335
157,37.326666666666675,15.753333333333329,23.017333333333333,58.3870000000001,45.57700000000009,96.32000000000001
158,23.621333333333475,8.946000000000074,20.311999999999983,75.02733333333349,64.34133333333334,119.64133333333339
159,23.691999999999986,6.477000000000002,31.789333333333417,58.46633333333326,61.12933333333362,130.26833333333332
160,23.930666666666667,2.38,40.56666666666668,59.61699999999995,60.30533333333331,95.79366666666674
161,27.579999999999988,2.8680000000000043,25.91333333333334,136.6186666666667,48.80666666666649,60.766666666666595
162,26.500000000000014,7.265333333333333,9.012333333333334,133.8066666666669,51.02,46.133333333333354
163,32.541666666666735,9.66,4.0293333333333425,152.17333333333335,53.76399999999985,64.82333333333334
164,34.1953333333333,29.673333333333325,3.5786666666666593,150.9173333333334,53.89200000000009,58.309666666666544
165,34.18700000000001,49.91933333333337,17.240000000000002,116.09933333333335,59.93600000000015,61.161666666666484
166,35.566666666666556,53.03899999999999,14.781333333333277,84.33399999999972,104.0499999999999,81.39799999999995
167,22.40800000000002,51.50666666666652,3.643666666666657,66.13200000000003,106.10800000000006,60.424000000000156
168,31.749333333333325,29.35133333333342,2.5200000000000022,81.9680000000001,130.70933333333332,84.993
169,32.10666666666667,8.385999999999996,4.5600000000000005,63.282000000000245,110.71133333333322,117.66166666666678
170,34.76833333333349,32.15533333333342,17.058666666666674,118.59033333333342,103.82000000000002,101.05599999999991
171,29.15700000000002,18.79066666666667,18.933333333333348,125.04533333333299,84.68933333333338,125.89066666666665
172,29.02166666666664,36.197,23.159999999999975,89.35733333333351,54.7,109.93200000000006
173,26.58233333333331,52.50666666666666,36.53933333333336,67.87866666666683,40.28933333333312,119.00799999999975
174,19.679,48.633333333333624,41.039999999999836,68.85733333333317,44.00433333333328,103.71466666666673
175,45.1933333333332,22.25733333333334,30.82333333333333,47.884,56.12666666666667,102.35333333333351
176,38.530666666666676,23.96533333333333,31.78799999999997,37.640000000000185,78.14000000000001,86.49199999999999
177,38.939999999999884,23.095333333333322,31.089999999999982,23.594999999999985,82.17166666666654,65.16266666666667
178,38.23466666666666,15.531333333333464,29.487333333333343,37.73999999999995,81.19966666666669,75.37666666666657
179,30.903999999999836,15.482666666666669,28.821333333333417,29.18666666666669,87.00600000000011,78.6569999999999
180,25.596999999999806,17.812000000000012,17.969333333333157,86.29499999999999,78.03199999999973,58.049333333333095
181,16.255000000000013,13.397333333333389,13.296000000000003,118.37999999999995,65.58133333333328,58.66533333333338
182,14.339666666666645,8.714666666666666,11.56666666666666,159.40333333333342,54.53066666666656,64.41600000000007
183,20.566666666666666,19.436000000000057,20.975,182.16199999999984,62.150333333333336,75.14
184,37.17600000000001,11.703333333333353,21.513666666666666,186.28666666666663,98.6373333333333,85.18299999999992
185,31.883333333333372,9.30166666666665,28.870666666666683,182.5253333333332,95.27366666666656,43.425000000000026
186,25.183666666666483,11.322000000000015,45.59466666666667,138.0353333333335,92.246,17.229333333333333
187,7.780000000000002,14.737333333333332,44.328666666666685,138.58900000000023,66.45499999999991,33.450666666666635
188,9.848666666666677,12.42066666666671,56.11466666666678,137.04200000000017,49.78266666666667,59.541666666666664
189,9.02566666666664,17.734333333333343,25.24333333333334,164.20399999999998,34.410666666666515,61.35499999999998
190,22.194999999999972,21.294666666666668,56.53333333333331,119.45466666666675,40.324999999999996,66.20666666666673
191,24.16666666666668,21.124666666666684,58.07333333333344,82.52433333333335,109.56666666666666,42.26833333333328
192,26.808,35.200333333333404,59.61399999999991,123.33200000000008,119.06,36.089333333333215
193,26.460000000000008,31.934666666666644,58.22400000000005,119.8686666666666,134.5379999999998,29.3746666666667
194,21.21500000000002,28.417333333333325,41.59666666666667,95.10166666666633,145.55866666666645,62.60400000000014
195,20.69333333333336,23.189333333333384,26.037333333333084,149.64100000000008,122.16400000000036,29.440000000000005
196,11.208333333333385,21.015999999999988,35.26266666666667,142.52399999999994,88.50933333333329,50.075
197,7.734666666666648,36.96200000000002,31.593666666666465,136.2930000000002,103.05666666666669,51.25000000000002
198,3.682666666666695,33.43333333333329,27.30999999999999,99.49666666666685,109.98599999999993,68.8733333333331
199,2.9573333333333314,25.086666666667032,44.099999999999994,92.34733333333394,72.2013333333337,35.306999999999896
200,2.1800000000000113,11.66166666666668,28.291999999999923,75.03200000000004,52.756,41.242666666666736
201,3.367999999999997,13.435000000000008,13.121666666666702,120.28500000000003,49.214666666666716,47.070666666666604
202,28.37000000000001,22.484,7.350333333333329,153.87566666666638,60.33600000000012,34.97599999999991
203,42.79466666666667,19.061666666666667,7.953333333333315,134.2013333333336,48.52533333333325,15.514999999999826
204,46.40666666666664,24.59866666666654,8.342333333333332,132.53999999999982,53.78833333333336,15.432666666666663
205,33.01600000000002,8.282666666666795,9.281333333333333,132.75833333333304,38.62266666666661,33.893333333333324
206,13.216000000000125,20.107000000000014,7.64833333333334,84.47500000000053,66.2326666666668,52.04
207,5.806000000000013,22.943333333333342,4.755666666666688,68.10800000000012,58.88,56.276000000000145
208,7.081333333333356,24.06133333333335,11.853333333333325,90.46033333333324,71.83466666666668,52.088000000000015
209,24.269333333333314,23.838999999999995,12.785,89.18400000000008,90.08000000000014,39.16666666666686
210,23.727999999999994,32.31333333333335,26.746000000000073,108.63600000000014,92.8813333333334,19.075333333333205
211,17.93600000000002,46.71633333333334,23.393333333333338,97.79666666666648,81.31066666666717,8.36
212,4.903999999999996,31.554666666666783,23.26433333333333,125.02833333333297,85.63199999999998,25.41599999999997
213,14.985333333333298,27.521333333333345,8.034666666666595,102.51833333333325,110.59600000000009,29.6
214,13.581333333333347,27.26799999999992,6.23733333333333,104.53333333333322,70.28533333333327,83.16799999999999
215,12.949999999999974,16.59866666666659,24.774000000000015,84.80000000000024,66.93200000000007,112.53600000000004
216,7.98066666666672,7.728,22.42333333333335,79.5013333333332,69.81600000000003,123.95266666666643
217,20.80066666666665,10.934666666666667,12.826666666666856,78.30200000000005,89.1836666666667,128.60666666666663
218,21.94199999999998,14.70466666666666,4.506666666666684,112.71733333333339,125.89999999999992,97.81466666666675
219,22.053666666666807,12.776666666666653,4.500000000000004,122.6333333333332,147.43666666666664,82.31600000000002
220,14.469000000000014,12.431333333333322,24.480000000000004,117.22799999999987,157.63800000000015,69.0106666666668
221,20.12399999999993,11.021666666666698,24.789333333333342,124.87933333333342,141.88266666666672,66.65233333333336
222,10.27066666666671,7.168333333333324,25.67900000000001,128.26933333333335,99.14133333333325,103.48933333333302
223,11.009333333333334,19.375000000000007,28.7586666666667,174.74466666666632,85.0396666666666,74.40000000000006
224,16.791333333333377,20.477999999999824,21.500000000000213,182.76699999999968,77.82733333333336,71.52933333333318
225,27.835999999999984,23.340000000000003,20.22266666666667,162.32599999999994,51.51999999999999,58.10399999999979
226,27.13733333333333,25.640666666666686,19.338666666666686,186.24366666666666,40.616000000000234,65.04833333333339
227,44.101333333333365,23.82133333333333,14.143000000000015,115.39200000000008,40.15866666666659,125.94966666666676
228,42.588666666666654,13.064000000000002,13.421666666666656,120.9199999999997,57.08866666666643,143.0333333333332
229,38.48466666666672,26.76266666666666,12.626666666666686,105.43933333333322,42.42666666666685,151.11533333333304
230,38.189333333333416,36.87733333333333,8.286666666666662,64.75800000000015,40.28800000000011,149.10799999999958
231,29.794666666666675,35.277999999999984,7.11933333333334,67.39600000000004,55.62466666666665,147.5809999999999
232,50.46466666666668,37.853333333333325,21.515333333333324,43.31866666666684,83.00666666666666,152.69400000000036
233,34.146666666666846,37.001666666666665,36.31533333333332,60.45466666666664,95.11599999999994,125.18399999999998
234,30.73899999999997,21.523999999999855,36.82,40.06333333333338,83.47466666666672,115.2466666666665
235,17.57499999999999,32.18133333333324,34.161000000000044,94.98666666666641,65.09000000000002,113.43066666666667
236,15.446666666666644,17.03733333333328,33.67466666666668,121.32333333333347,74.38800000000015,115.75166666666686
237,9.429333333333329,21.760333333333328,47.38666666666654,82.45799999999994,48.13466666666638,81.64
238,27.64333333333332,26.74533333333331,24.140000000000118,87.80999999999999,35.65199999999995,67.67400000000026
239,25.050333333333334,26.871666666666638,23.19833333333333,77.42633333333356,15.948666666666831,85.96666666666667
240,25.990666666666662,24.241333333333365,27.656,72.5840000000001,27.24266666666668,93.45466666666671
241,24.100666666666662,28.054666666666755,25.935999999999865,65.20200000000001,41.790000000000035,100.92133333333327
242,5.329333333333582,20.08,14.620000000000013,70.86233333333348,32.157333333333376,116.51999999999998
243,4.572000000000003,13.166666666666849,7.5393333333333725,92.81333333333338,70.64,130.46266666666665
244,7.548333333333338,7.9453333333333385,15.038666666666671,112.59866666666672,101.9680000000001,85.09033333333323
245,37.001333333333335,20.295333333333325,18.276999999999973,121.69666666666666,109.15333333333332,50.282666666666756
246,37.16333333333333,18.049333333333337,37.17866666666667,150.95333333333335,121.30399999999995,35.52266666666651
247,36.395000000000024,18.47500000000001,37.495999999999995,165.0586666666668,84.88066666666708,13.593333333333156
248,35.52266666666668,18.585000000000033,36.687999999999974,140.69066666666683,66.01999999999984,24.39833333333334
249,28.974666666666522,16.770666666666756,48.82466666666674,140.2513333333331,14.465999999999791,58.04300000000011
250,12.628666666666495,7.2159999999999975,41.033333333333175,151.50933333333373,52.627999999999936,47.16666666666668
251,8.177333333333335,10.50533333333334,10.753333333333304,135.52266666666654,41.260000000000005,70.96533333333343
252,17.750999999999983,9.56600000000001,9.64133333333333,162.07700000000028,40.45999999999998,80.05199999999994
253,30.096666666666657,21.603999999999996,23.481333333333332,143.87500000000028,41.5606666666665,86.68299999999982
254,31.196666666666687,20.593666666666675,22.15266666666664,111.88666666666671,27.433666666666504,62.445000000000334
255,51.88600000000001,56.030000000000186,19.836,96.50400000000012,17.345333333333325,51.2106666666667
256,47.5156666666669,44.79333333333332,23.279333333333316,100.81000000000017,15.529999999999987,39.61466666666672
257,35.37700000000019,37.25399999999988,23.810666666666567,124.7600000000004,25.42200000000002,28.631666666666426
258,30.970666666666578,37.406666666666105,14.559999999999677,138.70399999999995,67.17700000000023,19.26
259,26.69733333333334,20.726666666666482,27.541333333333327,142.1933333333335,64.07200000000007,35.573999999999884
260,53.76000000000022,10.552666666666653,26.13333333333333,146.77266666666665,55.283666666667415,34.541333333333476
261,47.115333333333325,8.963999999999965,21.78000000000051,117.4220000000004,48.08933333333329,34.59899999999969
262,53.83733333333335,10.877333333333329,11.634666666666774,106.28233333333354,47.02733333333367,36.97666666666676
263,51.02533333333335,11.528999999999998,21.307999999999986,77.25600000000037,36.78800000000017,67.69033333333346
264,32.3786666666663,20.742666666666693,19.031000000000027,67.9383333333332,33.936333333333415,48.849999999999994
265,21.32833333333336,30.90466666666684,34.08066666666663,107.49200000000022,29.74666666666667,46.50266666666647
266,18.738666666666617,30.916,25.587999999999784,136.38133333333317,102.24000000000001,39.35999999999993
267,18.366666666666713,41.18000000000001,21.432000000000006,93.46399999999943,120.63999999999973,47.84199999999986
268,16.534666666666702,48.644333333333265,20.902666666666647,91.32666666666613,119.89066666666695,50.76899999999969
269,15.617333333333294,40.73066666666646,9.361333333333729,92.93000000000006,107.70400000000002,63.370666666666374
270,16.574666666666722,42.037333333333585,7.014666666666659,141.83233333333388,82.32133333333388,76.32000000000001
271,9.38266666666669,41.17533333333331,9.26933333333333,125.98800000000013,96.94266666666744,105.11733333333325
272,8.541333333333343,33.24833333333328,8.65133333333336,94.61533333333355,78.80666666666662,115.47466666666689
273,12.920000000000051,40.64,6.844999999999988,72.43766666666667,59.94666666666746,103.04399999999933
274,14.90266666666668,37.051999999999985,6.221333333333308,57.39733333333332,56.76466666666649,93.44133333333312
275,18.501333333333285,46.30166666666662,17.926666666666655,83.4760000000009,60.12133333333317,99.66666666666688
276,18.735666666666685,40.08533333333335,23.606666666666673,56.880666666666656,65.54666666666665,79.44933333333361
277,15.160999999999982,45.99300000000008,23.68799999999996,52.739999999999995,64.8986666666669,41.98266666666677
278,8.884999999999884,11.415666666666384,31.87466666666671,103.1263333333333,72.0733333333337,26.877333333333073
279,22.09833333333335,16.465,40.68400000000002,102.98799999999926,58.70400000000039,34.371999999999964
280,32.428000000000004,12.158666666666587,36.69266666666664,97.44766666666652,79.64733333333336,36.393333333333416
281,33.05400000000005,3.9963333333333675,30.900000000000276,80.66466666666595,94.41500000000008,48.25666666666663
282,45.942000000000014,57.63566666666669,15.926000000000156,77.89366666666672,65.84333333333333,47.41500000000002
283,40.06699999999975,42.772666666666964,10.712000000000032,128.93866666666648,43.13166666666694,34.02800000000019
284,32.21866666666661,33.7640000000004,16.650333333333407,135.52000000000018,32.66033333333316,12.010000000000018
285,22.239666666666643,40.778666666666666,14.351000000000065,126.37133333333347,28.221666666666657,11.940000000000001
286,14.12733333333307,66.70666666666641,11.42366666666656,86.58333333333327,14.155333333333058,15.173333333333494
287,6.39333333333334,59.872666666666625,8.06900000000002,82.06600000000066,22.78399999999987,15.128000000000029
