TaskID,SourceRegion,AssignedRegion,ArrivalHour,StartHour,FinishHour,Duration_h,GPU_Demand,TaskType,NetworkLatency_ms
26,RegionB,RegionB,1200,1200.0,1206.65,6.65,119.0,AITraining,5.0
27,RegionD,RegionD,1481,1481.0,1485.4833333333333,4.483333333333333,69.0,AITraining,5.0
28,RegionD,RegionD,787,787.0,790.3333333333334,3.3333333333333335,69.0,AITraining,5.0
29,RegionE,RegionE,284,288.0,290.85,2.85,33.0,AITraining,5.0
30,RegionC,RegionC,933,933.0,937.65,4.65,2.0,RealTimeInference,5.0
31,RegionE,RegionE,326,326.0,329.73333333333335,3.7333333333333334,19.0,BatchInference,5.0
32,RegionA,RegionA,413,413.0,418.0833333333333,5.083333333333333,4.0,RealTimeInference,5.0
33,RegionA,RegionA,1138,1138.0,1143.7833333333333,5.783333333333333,19.0,BatchInference,5.0
34,RegionB,RegionB,1494,1494.0,1498.8166666666666,4.816666666666666,18.0,BatchInference,5.0
35,RegionB,RegionB,1516,1516.0,1520.35,4.35,2.0,RealTimeInference,5.0
36,RegionD,RegionD,858,858.0,860.7666666666667,2.7666666666666666,16.0,BatchInference,5.0
37,RegionF,RegionF,1093,1093.0,1094.2333333333333,1.2333333333333334,30.0,AITraining,5.0
38,RegionF,RegionF,292,293.0,298.8833333333333,5.883333333333334,104.0,AITraining,5.0
39,RegionB,RegionB,700,700.0,702.4166666666666,2.4166666666666665,16.0,AITraining,5.0
40,RegionD,RegionD,1002,1002.0,1003.5,1.5,103.0,AITraining,5.0
41,RegionB,RegionB,1893,1893.0,1897.9666666666667,4.966666666666667,3.0,RealTimeInference,5.0
42,RegionC,RegionC,1105,1105.0,1105.8333333333333,0.8333333333333334,8.0,BatchInference,5.0
43,RegionE,RegionE,2281,2283.0,2286.5,3.5,43.0,AITraining,5.0
44,RegionC,RegionC,1328,1328.0,1328.7,0.7,4.0,RealTimeInference,5.0
45,RegionF,RegionF,938,938.0,939.1833333333333,1.1833333333333333,7.0,RealTimeInference,5.0
46,RegionA,RegionA,1292,1292.0,1298.15,6.15,5.0,RealTimeInference,5.0
47,RegionB,RegionB,1096,1096.0,1099.9333333333334,3.933333333333333,6.0,BatchInference,5.0
48,RegionB,RegionB,864,864.0,866.3333333333334,2.3333333333333335,5.0,RealTimeInference,5.0
49,RegionE,RegionE,1288,1288.0,1291.7833333333333,3.783333333333333,16.0,AITraining,5.0
50,RegionC,RegionC,2044,2044.0,2050.133333333333,6.133333333333334,7.0,RealTimeInference,5.0
51,RegionF,RegionF,1879,1879.0,1879.4,0.4,12.0,BatchInference,5.0
52,RegionA,RegionA,1084,1084.0,1090.4833333333333,6.483333333333333,2.0,RealTimeInference,5.0
53,RegionA,RegionA,1010,1010.0,1011.2,1.2,5.0,RealTimeInference,5.0
54,RegionD,RegionD,2299,2299.0,2303.1666666666665,4.166666666666667,111.0,AITraining,5.0
55,RegionE,RegionF,1076,1076.0,1077.75,1.75,67.0,AITraining,18.0
56,RegionE,RegionE,2394,2394.0,2398.0,4.0,19.0,AITraining,5.0
57,RegionE,RegionE,2390,2390.0,2393.0,3.0,16.0,BatchInference,5.0
58,RegionF,RegionF,1482,1482.0,1484.8166666666666,2.816666666666667,7.0,BatchInference,5.0
59,RegionA,RegionA,566,566.0,570.2,4.2,7.0,RealTimeInference,5.0
60,RegionD,RegionD,2021,2021.0,2022.25,1.25,101.0,AITraining,5.0
61,RegionB,RegionB,192,192.0,193.18333333333334,1.1833333333333333,2.0,RealTimeInference,5.0
62,RegionB,RegionB,626,626.0,630.8833333333333,4.883333333333334,1.0,RealTimeInference,5.0
63,RegionE,RegionE,655,655.0,655.8833333333333,0.8833333333333333,43.0,AITraining,5.0
64,RegionF,RegionF,1729,1733.0,1738.6666666666667,5.666666666666667,99.0,AITraining,5.0
65,RegionA,RegionA,260,260.0,264.0,4.0,107.0,AITraining,5.0
66,RegionA,RegionA,1563,1563.0,1569.4333333333334,6.433333333333334,4.0,BatchInference,5.0
67,RegionD,RegionD,1917,1917.0,1919.1666666666667,2.1666666666666665,42.0,AITraining,5.0
68,RegionD,RegionD,1029,1029.0,1033.4666666666667,4.466666666666667,92.0,AITraining,5.0
69,RegionE,RegionF,47,51.0,53.43333333333333,2.433333333333333,118.0,AITraining,18.0
70,RegionF,RegionF,469,469.0,472.9,3.9,77.0,AITraining,5.0
71,RegionF,RegionF,2199,2199.0,2202.016666666667,3.0166666666666666,66.0,AITraining,5.0
72,RegionA,RegionA,1393,1393.0,1399.3833333333334,6.383333333333334,18.0,BatchInference,5.0
73,RegionA,RegionA,1202,1202.0,1204.0333333333333,2.033333333333333,1.0,RealTimeInference,5.0
74,RegionC,RegionC,647,647.0,648.0166666666667,1.0166666666666666,20.0,BatchInference,5.0
75,RegionD,RegionD,13,13.0,19.583333333333332,6.583333333333333,15.0,BatchInference,5.0
76,RegionE,RegionF,1078,1082.0,1084.0333333333333,2.033333333333333,18.0,AITraining,18.0
77,RegionF,RegionF,731,731.0,734.2666666666667,3.2666666666666666,71.0,AITraining,5.0
78,RegionA,RegionA,435,435.0,438.81666666666666,3.816666666666667,17.0,AITraining,5.0
79,RegionD,RegionD,1222,1226.0,1229.8833333333334,3.8833333333333333,69.0,AITraining,5.0
80,RegionD,RegionD,2079,2079.0,2081.25,2.25,112.0,AITraining,5.0
81,RegionD,RegionD,814,814.0,817.0166666666667,3.0166666666666666,17.0,AITraining,5.0
82,RegionB,RegionB,1531,1531.0,1534.45,3.45,2.0,RealTimeInference,5.0
83,RegionC,RegionC,2209,2209.0,2212.5333333333333,3.533333333333333,7.0,RealTimeInference,5.0
84,RegionF,RegionF,2,2.0,6.4,4.4,71.0,AITraining,5.0
85,RegionB,RegionB,1327,1327.0,1332.5666666666666,5.566666666666666,53.0,AITraining,5.0
86,RegionB,RegionB,79,79.0,82.45,3.45,23.0,BatchInference,5.0
87,RegionB,RegionB,1486,1486.0,1490.15,4.15,6.0,RealTimeInference,5.0
88,RegionC,RegionC,980,980.0,983.5,3.5,19.0,BatchInference,5.0
89,RegionC,RegionC,986,986.0,991.5833333333334,5.583333333333333,4.0,RealTimeInference,5.0
90,RegionF,RegionF,322,322.0,324.6166666666667,2.6166666666666667,95.0,AITraining,5.0
91,RegionF,RegionF,1990,1990.0,1995.9166666666667,5.916666666666667,4.0,RealTimeInference,5.0
92,RegionA,RegionA,2181,2181.0,2183.616666666667,2.6166666666666667,3.0,RealTimeInference,5.0
93,RegionA,RegionA,525,525.0,527.2833333333333,2.283333333333333,7.0,RealTimeInference,5.0
94,RegionD,RegionD,1946,1950.0,1956.15,6.15,54.0,AITraining,5.0
95,RegionE,RegionE,676,677.0,679.6666666666666,2.6666666666666665,16.0,AITraining,5.0
96,RegionE,RegionE,2161,2165.0,2169.5333333333333,4.533333333333333,13.0,BatchInference,5.0
97,RegionF,RegionF,1733,1733.0,1735.0166666666667,2.0166666666666666,31.0,AITraining,5.0
98,RegionA,RegionA,2208,2208.0,2214.3,6.3,1.0,RealTimeInference,5.0
99,RegionD,RegionD,823,823.0,827.3833333333333,4.383333333333334,17.0,AITraining,5.0
100,RegionD,RegionD,1276,1278.0,1278.7666666666667,0.7666666666666667,27.0,AITraining,5.0
101,RegionC,RegionC,1529,1529.0,1530.8,1.8,12.0,BatchInference,5.0
102,RegionD,RegionD,2119,2119.0,2122.616666666667,3.6166666666666667,22.0,BatchInference,5.0
103,RegionE,RegionE,495,495.0,497.68333333333334,2.683333333333333,6.0,BatchInference,5.0
104,RegionF,RegionF,920,920.0,922.0833333333334,2.0833333333333335,6.0,RealTimeInference,5.0
105,RegionA,RegionA,1384,1384.0,1385.8833333333334,1.8833333333333333,3.0,RealTimeInference,5.0
106,RegionA,RegionA,2268,2268.0,2269.8,1.8,4.0,RealTimeInference,5.0
107,RegionB,RegionB,902,902.0,908.55,6.55,1.0,RealTimeInference,5.0
108,RegionB,RegionB,290,290.0,293.3833333333333,3.3833333333333333,6.0,RealTimeInference,5.0
109,RegionE,RegionF,241,242.0,245.61666666666667,3.6166666666666667,69.0,AITraining,18.0
110,RegionC,RegionC,276,276.0,278.8333333333333,2.8333333333333335,5.0,RealTimeInference,5.0
111,RegionA,RegionA,1353,1353.0,1357.7666666666667,4.766666666666667,4.0,RealTimeInference,5.0
112,RegionA,RegionA,2105,2105.0,2107.4,2.4,4.0,RealTimeInference,5.0
113,RegionB,RegionB,1140,1140.0,1142.2833333333333,2.283333333333333,3.0,RealTimeInference,5.0
114,RegionE,RegionF,1988,1992.0,1998.3333333333333,6.333333333333333,48.0,AITraining,18.0
115,RegionC,RegionC,2208,2208.0,2212.116666666667,4.116666666666666,6.0,RealTimeInference,5.0
116,RegionC,RegionC,2338,2338.0,2341.983333333333,3.9833333333333334,6.0,RealTimeInference,5.0
117,RegionF,RegionE,1936,1936.0,1940.55,4.55,124.0,AITraining,18.0
118,RegionA,RegionA,1937,1937.0,1940.9166666666667,3.9166666666666665,3.0,RealTimeInference,5.0
119,RegionB,RegionB,779,779.0,785.2666666666667,6.266666666666667,4.0,BatchInference,5.0
120,RegionB,RegionB,397,397.0,402.43333333333334,5.433333333333334,1.0,RealTimeInference,5.0
121,RegionE,RegionE,1765,1765.0,1765.2166666666667,0.21666666666666667,63.0,AITraining,5.0
122,RegionD,RegionD,1734,1734.0,1734.9666666666667,0.9666666666666667,6.0,BatchInference,5.0
123,RegionE,RegionE,1912,1912.0,1915.8166666666666,3.816666666666667,20.0,BatchInference,5.0
124,RegionA,RegionA,221,221.0,221.91666666666666,0.9166666666666666,45.0,AITraining,5.0
125,RegionD,RegionD,403,403.0,409.48333333333335,6.483333333333333,21.0,AITraining,5.0
126,RegionA,RegionA,1649,1649.0,1653.8166666666666,4.816666666666666,1.0,RealTimeInference,5.0
127,RegionD,RegionD,1389,1389.0,1392.1666666666667,3.1666666666666665,108.0,AITraining,5.0
128,RegionB,RegionB,1018,1018.0,1020.0833333333334,2.0833333333333335,7.0,RealTimeInference,5.0
129,RegionC,RegionC,779,779.0,781.8333333333334,2.8333333333333335,7.0,RealTimeInference,5.0
130,RegionF,RegionF,1837,1837.0,1837.45,0.45,82.0,AITraining,5.0
131,RegionA,RegionA,1728,1728.0,1729.1166666666666,1.1166666666666667,1.0,RealTimeInference,5.0
132,RegionA,RegionA,1140,1140.0,1144.8166666666666,4.816666666666666,3.0,RealTimeInference,5.0
133,RegionB,RegionB,1023,1023.0,1028.85,5.85,21.0,BatchInference,5.0
134,RegionB,RegionB,1815,1815.0,1817.2666666666667,2.2666666666666666,7.0,RealTimeInference,5.0
135,RegionE,RegionF,401,401.0,407.5833333333333,6.583333333333333,42.0,AITraining,18.0
136,RegionC,RegionC,2214,2214.0,2215.883333333333,1.8833333333333333,2.0,RealTimeInference,5.0
137,RegionA,RegionA,382,382.0,387.1333333333333,5.133333333333334,1.0,RealTimeInference,5.0
138,RegionA,RegionA,681,681.0,681.8,0.8,6.0,RealTimeInference,5.0
139,RegionB,RegionB,1989,1989.0,1989.5833333333333,0.5833333333333334,13.0,BatchInference,5.0
140,RegionC,RegionC,875,875.0,875.3666666666667,0.36666666666666664,6.0,BatchInference,5.0
141,RegionD,RegionD,240,2405.0,2405.75,0.75,10.0,BatchInference,5.0
142,RegionC,RegionC,1552,1552.0,1557.5,5.5,5.0,RealTimeInference,5.0
143,RegionD,RegionD,1599,1599.0,1601.5166666666667,2.5166666666666666,6.0,RealTimeInference,5.0
144,RegionA,RegionA,1863,1863.0,1865.5333333333333,2.533333333333333,15.0,BatchInference,5.0
145,RegionB,RegionB,1732,1732.0,1736.95,4.95,5.0,BatchInference,5.0
146,RegionD,RegionD,2276,2276.0,2281.85,5.85,102.0,AITraining,5.0
147,RegionE,RegionF,1993,1995.0,1998.25,3.25,66.0,AITraining,18.0
148,RegionC,RegionC,777,777.0,779.2333333333333,2.2333333333333334,7.0,RealTimeInference,5.0
149,RegionE,RegionE,891,893.0,895.9833333333333,2.9833333333333334,20.0,BatchInference,5.0
150,RegionF,RegionF,2372,2372.0,2373.05,1.05,6.0,RealTimeInference,5.0
151,RegionC,RegionC,2220,2220.0,2221.8333333333335,1.8333333333333333,122.0,AITraining,5.0
152,RegionA,RegionA,1284,1284.0,1285.0333333333333,1.0333333333333334,1.0,RealTimeInference,5.0
153,RegionB,RegionB,205,205.0,206.86666666666667,1.8666666666666667,4.0,RealTimeInference,5.0
154,RegionE,RegionE,1952,1952.0,1958.2333333333333,6.233333333333333,83.0,AITraining,5.0
155,RegionF,RegionF,2175,2175.0,2181.0666666666666,6.066666666666666,111.0,AITraining,5.0
156,RegionD,RegionD,232,232.0,237.28333333333333,5.283333333333333,7.0,RealTimeInference,5.0
157,RegionB,RegionB,328,328.0,334.31666666666666,6.316666666666666,31.0,AITraining,5.0
158,RegionA,RegionA,280,280.0,282.6,2.6,4.0,RealTimeInference,5.0
159,RegionD,RegionD,278,278.0,283.46666666666664,5.466666666666667,32.0,AITraining,5.0
160,RegionE,RegionF,963,966.0,967.1166666666667,1.1166666666666667,34.0,AITraining,18.0
161,RegionD,RegionD,491,491.0,493.1,2.1,8.0,BatchInference,5.0
162,RegionF,RegionE,1008,1012.0,1014.2666666666667,2.2666666666666666,77.0,AITraining,18.0
163,RegionF,RegionF,162,162.0,164.3,2.3,24.0,AITraining,5.0
164,RegionC,RegionC,335,335.0,335.1666666666667,0.16666666666666666,73.0,AITraining,5.0
165,RegionB,RegionB,2390,2390.0,2391.75,1.75,18.0,BatchInference,5.0
166,RegionD,RegionD,2141,2142.0,2146.1,4.1,63.0,AITraining,5.0
167,RegionD,RegionD,1068,1068.0,1071.3,3.3,4.0,BatchInference,5.0
168,RegionC,RegionC,1286,1286.0,1287.3,1.3,7.0,RealTimeInference,5.0
169,RegionC,RegionC,1087,1087.0,1088.4166666666667,1.4166666666666667,6.0,RealTimeInference,5.0
170,RegionA,RegionA,536,536.0,537.5833333333334,1.5833333333333333,19.0,BatchInference,5.0
171,RegionD,RegionD,1228,1230.0,1233.8166666666666,3.816666666666667,72.0,AITraining,5.0
172,RegionB,RegionB,1295,1295.0,1296.7166666666667,1.7166666666666666,8.0,BatchInference,5.0
173,RegionB,RegionB,38,38.0,41.55,3.55,6.0,RealTimeInference,5.0
174,RegionD,RegionD,2306,2309.0,2314.8333333333335,5.833333333333333,19.0,BatchInference,5.0
175,RegionC,RegionC,300,300.0,304.3833333333333,4.383333333333334,7.0,RealTimeInference,5.0
176,RegionF,RegionF,873,873.0,873.5333333333333,0.5333333333333333,109.0,AITraining,5.0
177,RegionC,RegionC,1086,1086.0,1091.5666666666666,5.566666666666666,25.0,AITraining,5.0
178,RegionA,RegionA,1429,1429.0,1432.15,3.15,4.0,RealTimeInference,5.0
179,RegionB,RegionB,1000,1000.0,1004.3166666666667,4.316666666666666,7.0,RealTimeInference,5.0
180,RegionD,RegionD,1167,1167.0,1168.75,1.75,22.0,BatchInference,5.0
181,RegionC,RegionC,1794,1794.0,1794.2166666666667,0.21666666666666667,1.0,RealTimeInference,5.0
182,RegionF,RegionF,1239,1239.0,1244.75,5.75,31.0,AITraining,5.0
183,RegionA,RegionA,2166,2166.0,2172.55,6.55,17.0,AITraining,5.0
184,RegionA,RegionA,2271,2271.0,2273.6833333333334,2.683333333333333,3.0,RealTimeInference,5.0
185,RegionB,RegionB,424,424.0,426.8666666666667,2.8666666666666667,15.0,BatchInference,5.0
186,RegionB,RegionB,1083,1083.0,1086.1333333333334,3.1333333333333333,4.0,RealTimeInference,5.0
187,RegionB,RegionB,438,438.0,443.53333333333336,5.533333333333333,3.0,RealTimeInference,5.0
188,RegionF,RegionF,2266,2266.0,2268.95,2.95,80.0,AITraining,5.0
189,RegionE,RegionE,1115,1115.0,1115.8833333333334,0.8833333333333333,2.0,RealTimeInference,5.0
190,RegionA,RegionA,862,862.0,863.7333333333333,1.7333333333333334,16.0,BatchInference,5.0
191,RegionD,RegionD,1404,1404.0,1408.3666666666666,4.366666666666666,61.0,AITraining,5.0
192,RegionB,RegionB,1081,1081.0,1084.7333333333333,3.7333333333333334,3.0,RealTimeInference,5.0
193,RegionE,RegionE,2001,2001.0,2005.55,4.55,96.0,AITraining,5.0
194,RegionD,RegionD,208,208.0,210.06666666666666,2.066666666666667,13.0,BatchInference,5.0
195,RegionC,RegionC,1734,1734.0,1737.4166666666667,3.4166666666666665,1.0,RealTimeInference,5.0
196,RegionA,RegionA,180,180.0,186.41666666666666,6.416666666666667,21.0,BatchInference,5.0
197,RegionA,RegionA,1366,1366.0,1370.7666666666667,4.766666666666667,4.0,RealTimeInference,5.0
198,RegionA,RegionA,1072,1072.0,1078.1,6.1,5.0,RealTimeInference,5.0
199,RegionB,RegionB,1809,1809.0,1812.35,3.35,1.0,RealTimeInference,5.0
200,RegionE,RegionE,1751,1751.0,1751.75,0.75,114.0,AITraining,5.0
201,RegionF,RegionF,39,39.0,40.75,1.75,97.0,AITraining,5.0
202,RegionD,RegionD,308,308.0,311.8833333333333,3.8833333333333333,7.0,RealTimeInference,5.0
203,RegionB,RegionB,610,610.0,616.3,6.3,52.0,AITraining,5.0
204,RegionD,RegionD,147,149.0,153.8,4.8,70.0,AITraining,5.0
205,RegionB,RegionB,2385,2385.0,2389.9166666666665,4.916666666666667,6.0,BatchInference,5.0
206,RegionE,RegionE,606,606.0,607.1833333333333,1.1833333333333333,32.0,AITraining,5.0
207,RegionD,RegionD,522,522.0,525.7666666666667,3.7666666666666666,23.0,BatchInference,5.0
208,RegionC,RegionC,1262,1262.0,1265.2666666666667,3.2666666666666666,6.0,RealTimeInference,5.0
209,RegionF,RegionF,163,163.0,164.81666666666666,1.8166666666666667,22.0,BatchInference,5.0
210,RegionA,RegionA,860,860.0,864.0333333333333,4.033333333333333,15.0,BatchInference,5.0
211,RegionD,RegionD,1022,1022.0,1026.5666666666666,4.566666666666666,34.0,AITraining,5.0
212,RegionD,RegionD,421,421.0,424.5833333333333,3.5833333333333335,86.0,AITraining,5.0
213,RegionD,RegionD,2293,2293.0,2299.266666666667,6.266666666666667,23.0,BatchInference,5.0
214,RegionD,RegionD,633,633.0,634.3,1.3,19.0,BatchInference,5.0
215,RegionD,RegionD,665,665.0,665.5666666666667,0.5666666666666667,3.0,RealTimeInference,5.0
216,RegionA,RegionA,1688,1688.0,1689.0333333333333,1.0333333333333334,4.0,RealTimeInference,5.0
217,RegionA,RegionA,734,734.0,735.1,1.1,7.0,RealTimeInference,5.0
218,RegionD,RegionD,1360,1360.0,1363.1666666666667,3.1666666666666665,54.0,AITraining,5.0
219,RegionC,RegionC,1016,1016.0,1019.8666666666667,3.8666666666666667,13.0,BatchInference,5.0
220,RegionD,RegionD,652,653.0,656.7333333333333,3.7333333333333334,8.0,BatchInference,5.0
221,RegionF,RegionF,442,442.0,447.6666666666667,5.666666666666667,108.0,AITraining,5.0
222,RegionF,RegionF,158,158.0,159.41666666666666,1.4166666666666667,21.0,BatchInference,5.0
223,RegionA,RegionA,911,911.0,915.3666666666667,4.366666666666666,12.0,BatchInference,5.0
224,RegionA,RegionA,1885,1885.0,1888.05,3.05,6.0,RealTimeInference,5.0
225,RegionC,RegionC,1250,1250.0,1252.9833333333333,2.9833333333333334,16.0,BatchInference,5.0
226,RegionB,RegionB,913,913.0,917.8666666666667,4.866666666666666,1.0,RealTimeInference,5.0
227,RegionC,RegionC,791,791.0,791.2333333333333,0.23333333333333334,2.0,RealTimeInference,5.0
228,RegionF,RegionE,1344,1348.0,1353.8,5.8,8.0,BatchInference,18.0
229,RegionA,RegionA,284,284.0,289.5,5.5,11.0,BatchInference,5.0
230,RegionA,RegionA,1438,1438.0,1443.6,5.6,23.0,BatchInference,5.0
231,RegionD,RegionD,2086,2086.0,2088.35,2.35,104.0,AITraining,5.0
232,RegionC,RegionC,2196,2196.0,2200.35,4.35,7.0,BatchInference,5.0
233,RegionD,RegionD,113,113.0,119.21666666666667,6.216666666666667,22.0,BatchInference,5.0
234,RegionC,RegionC,1069,1069.0,1070.6666666666667,1.6666666666666667,6.0,RealTimeInference,5.0
235,RegionE,RegionE,2378,2378.0,2378.4666666666667,0.4666666666666667,2.0,RealTimeInference,5.0
236,RegionA,RegionA,156,156.0,159.03333333333333,3.033333333333333,10.0,BatchInference,5.0
237,RegionA,RegionA,1779,1779.0,1781.6166666666666,2.6166666666666667,5.0,RealTimeInference,5.0
238,RegionC,RegionC,1284,1284.0,1290.5333333333333,6.533333333333333,11.0,BatchInference,5.0
239,RegionD,RegionD,2094,2094.0,2094.1666666666665,0.16666666666666666,12.0,BatchInference,5.0
240,RegionC,RegionC,1577,1577.0,1582.95,5.95,3.0,RealTimeInference,5.0
241,RegionF,RegionF,778,778.0,781.3333333333334,3.3333333333333335,77.0,AITraining,5.0
242,RegionA,RegionA,181,181.0,186.35,5.35,20.0,BatchInference,5.0
243,RegionD,RegionD,1786,1786.0,1788.1,2.1,48.0,AITraining,5.0
244,RegionA,RegionA,2129,2129.0,2129.883333333333,0.8833333333333333,6.0,RealTimeInference,5.0
245,RegionD,RegionD,807,807.0,812.4333333333333,5.433333333333334,60.0,AITraining,5.0
246,RegionD,RegionD,1766,1766.0,1767.4833333333333,1.4833333333333334,18.0,BatchInference,5.0
247,RegionC,RegionC,1352,1352.0,1355.5333333333333,3.533333333333333,6.0,RealTimeInference,5.0
248,RegionF,RegionF,1285,1285.0,1288.9333333333334,3.933333333333333,116.0,AITraining,5.0
249,RegionB,RegionB,510,510.0,510.93333333333334,0.9333333333333333,34.0,AITraining,5.0
250,RegionD,RegionD,1230,1230.0,1230.3833333333334,0.38333333333333336,120.0,AITraining,5.0
251,RegionD,RegionD,1266,1266.0,1266.1666666666667,0.16666666666666666,30.0,AITraining,5.0
252,RegionE,RegionE,1672,1672.0,1674.55,2.55,69.0,AITraining,5.0
253,RegionD,RegionD,1648,1648.0,1653.65,5.65,14.0,BatchInference,5.0
254,RegionF,RegionF,1211,1211.0,1217.1166666666666,6.116666666666666,111.0,AITraining,5.0
255,RegionF,RegionF,521,521.0,527.3666666666667,6.366666666666666,91.0,AITraining,5.0
256,RegionA,RegionA,1722,1722.0,1723.65,1.65,2.0,RealTimeInference,5.0
257,RegionD,RegionD,1552,1552.0,1557.4166666666667,5.416666666666667,23.0,AITraining,5.0
258,RegionD,RegionD,712,712.0,715.8166666666667,3.816666666666667,65.0,AITraining,5.0
259,RegionE,RegionE,2331,2333.0,2336.95,3.95,116.0,AITraining,5.0
260,RegionE,RegionE,1663,1663.0,1666.6833333333334,3.683333333333333,20.0,BatchInference,5.0
261,RegionF,RegionF,1,2.0,6.15,4.15,92.0,AITraining,5.0
262,RegionA,RegionA,1175,1175.0,1175.7333333333333,0.7333333333333333,16.0,BatchInference,5.0
263,RegionA,RegionA,1760,1760.0,1761.5166666666667,1.5166666666666666,5.0,RealTimeInference,5.0
264,RegionD,RegionD,1319,1320.0,1320.3166666666666,0.31666666666666665,84.0,AITraining,5.0
265,RegionC,RegionC,1809,1809.0,1815.2333333333333,6.233333333333333,21.0,BatchInference,5.0
266,RegionD,RegionD,875,875.0,879.9666666666667,4.966666666666667,8.0,BatchInference,5.0
267,RegionF,RegionE,1938,1938.0,1941.8833333333334,3.8833333333333333,80.0,AITraining,18.0
268,RegionF,RegionF,695,695.0,699.6,4.6,126.0,AITraining,5.0
269,RegionC,RegionC,347,347.0,350.76666666666665,3.7666666666666666,100.0,AITraining,5.0
270,RegionB,RegionB,2111,2111.0,2112.7833333333333,1.7833333333333334,20.0,BatchInference,5.0
271,RegionD,RegionD,1372,1374.0,1380.5666666666666,6.566666666666666,120.0,AITraining,5.0
272,RegionB,RegionB,962,962.0,962.25,0.25,5.0,RealTimeInference,5.0
273,RegionE,RegionF,1271,1275.0,1278.4333333333334,3.433333333333333,107.0,AITraining,18.0
274,RegionC,RegionC,815,815.0,821.1166666666667,6.116666666666666,7.0,RealTimeInference,5.0
275,RegionA,RegionA,100,100.0,100.53333333333333,0.5333333333333333,3.0,RealTimeInference,5.0
276,RegionA,RegionA,1002,1002.0,1004.9,2.9,5.0,RealTimeInference,5.0
277,RegionB,RegionB,298,298.0,299.53333333333336,1.5333333333333334,13.0,BatchInference,5.0
278,RegionC,RegionC,1697,1697.0,1698.45,1.45,20.0,BatchInference,5.0
279,RegionE,RegionE,2357,2357.0,2357.1666666666665,0.16666666666666666,88.0,AITraining,5.0
280,RegionC,RegionC,1572,1572.0,1575.5666666666666,3.566666666666667,3.0,RealTimeInference,5.0
281,RegionF,RegionF,1636,1638.0,1644.3,6.3,7.0,BatchInference,5.0
282,RegionA,RegionA,604,604.0,604.8,0.8,2.0,RealTimeInference,5.0
283,RegionD,RegionD,22,1179.0,1181.85,2.85,41.0,AITraining,5.0
284,RegionB,RegionB,1741,1741.0,1747.4666666666667,6.466666666666667,6.0,RealTimeInference,5.0
285,RegionB,RegionB,720,720.0,721.05,1.05,2.0,RealTimeInference,5.0
286,RegionE,RegionE,2121,2121.0,2124.85,3.85,123.0,AITraining,5.0
287,RegionE,RegionE,205,205.0,209.4,4.4,20.0,BatchInference,5.0
288,RegionA,RegionA,1020,1020.0,1023.9666666666667,3.966666666666667,62.0,AITraining,5.0
289,RegionA,RegionA,1869,1869.0,1870.25,1.25,5.0,RealTimeInference,5.0
